timestamp,rate,change,change_pct
2026-07-17T05:17:49.972843,1.3896,-0.0142,-1.01
2026-07-17T05:17:56.497747,1.3896,-0.0142,-1.01
2026-07-17T05:18:11.992073,1.3896,-0.0142,-1.01
2026-07-17T05:18:12.107721,1.3896,-0.0142,-1.01
2026-07-17T05:21:11.022240,1.3896,-0.0142,-1.01
2026-07-17T05:21:11.133247,1.3896,-0.0142,-1.01
2026-07-17T05:24:33.264895,1.3896,-0.0142,-1.01
2026-07-17T05:26:20.765015,1.3896,-0.0142,-1.01
2026-07-17T05:26:20.832669,1.3896,-0.0142,-1.01
2026-07-17T05:28:24.057119,1.3896,-0.0142,-1.01
2026-07-17T05:34:44.536419,1.3896,-0.0142,-1.01
2026-07-17T05:34:44.681074,1.3896,-0.0142,-1.01
2026-07-17T05:58:32.788504,1.3896,-0.0142,-1.01
2026-07-17T06:28:53.634849,1.3896,-0.0142,-1.01
2026-07-17T06:59:50.289877,1.3896,-0.0142,-1.01
2026-07-17T07:29:58.535165,1.3896,-0.0142,-1.01
2026-07-17T08:00:07.770607,1.3896,-0.0142,-1.01
2026-07-17T08:30:16.753285,1.3896,-0.0142,-1.01
2026-07-17T09:00:26.716961,1.3896,-0.0142,-1.01
2026-07-17T09:30:35.450843,1.3896,-0.0142,-1.01
2026-07-17T10:00:44.614499,1.3896,-0.0142,-1.01
2026-07-17T10:30:52.706867,1.3896,-0.0142,-1.01
2026-07-17T11:01:02.260219,1.3896,-0.0142,-1.01
2026-07-17T11:19:11.995136,1.3896,-0.0142,-1.01
2026-07-17T11:19:12.100357,1.3896,-0.0142,-1.01
2026-07-17T11:19:56.915744,1.3896,-0.0142,-1.01
2026-07-17T11:19:57.037096,1.3896,-0.0142,-1.01
2026-07-17T11:22:05.042962,1.3896,-0.0142,-1.01
2026-07-17T11:22:05.101493,1.3896,-0.0142,-1.01
2026-07-17T11:24:23.758150,1.3896,-0.0142,-1.01
2026-07-17T11:24:23.868696,1.3896,-0.0142,-1.01
2026-07-17T11:27:58.255063,1.3896,-0.0142,-1.01
2026-07-17T11:27:58.367287,1.3896,-0.0142,-1.01
2026-07-17T11:31:11.325221,1.3896,-0.0142,-1.01
2026-07-17T12:01:20.803100,1.3896,-0.0142,-1.01
2026-07-17T12:31:29.385463,1.3896,-0.0142,-1.01
2026-07-17T13:01:38.574820,1.3896,-0.0142,-1.01
2026-07-17T13:31:46.568789,1.3896,-0.0142,-1.01
2026-07-17T13:47:48.628863,1.3896,-0.0142,-1.01
2026-07-17T13:47:48.721438,1.3896,-0.0142,-1.01
2026-07-17T14:01:56.264072,1.3896,-0.0142,-1.01
2026-07-17T14:14:40.047017,1.3896,-0.0142,-1.01
2026-07-17T14:14:40.115204,1.3896,-0.0142,-1.01
2026-07-17T14:17:29.847253,1.3896,-0.0142,-1.01
2026-07-17T14:17:29.922685,1.3896,-0.0142,-1.01
2026-07-17T14:20:43.639494,1.3896,-0.0142,-1.01
2026-07-17T14:20:43.705465,1.3896,-0.0142,-1.01
2026-07-17T14:22:33.381527,1.3896,-0.0142,-1.01
2026-07-17T14:22:33.485129,1.3896,-0.0142,-1.01
2026-07-17T14:26:20.480457,1.3896,-0.0142,-1.01
2026-07-17T14:26:20.576575,1.3896,-0.0142,-1.01
2026-07-17T14:28:25.300851,1.3896,-0.0142,-1.01
2026-07-17T14:29:38.525055,1.3896,-0.0142,-1.01
2026-07-17T14:29:38.623019,1.3896,-0.0142,-1.01
2026-07-17T14:30:01.169003,1.3896,-0.0142,-1.01
2026-07-17T14:30:01.227493,1.3896,-0.0142,-1.01
2026-07-17T14:30:32.590571,1.3896,-0.0142,-1.01
2026-07-17T14:30:32.650577,1.3896,-0.0142,-1.01
2026-07-17T14:32:05.772548,1.3896,-0.0142,-1.01
2026-07-17T14:34:07.964580,1.3896,-0.0142,-1.01
2026-07-17T14:34:08.062103,1.3896,-0.0142,-1.01
2026-07-17T14:38:44.702428,1.3896,-0.0142,-1.01
2026-07-17T14:38:44.804463,1.3896,-0.0142,-1.01
2026-07-17T15:02:14.126750,1.3896,-0.0142,-1.01
2026-07-17T15:05:35.330978,1.3896,-0.0142,-1.01
2026-07-17T15:05:35.437682,1.3896,-0.0142,-1.01
2026-07-17T15:32:23.350397,1.3896,-0.0142,-1.01
2026-07-17T15:46:42.217006,1.3896,-0.0142,-1.01
2026-07-17T15:46:42.307001,1.3896,-0.0142,-1.01
2026-07-17T15:49:16.720209,1.3896,-0.0142,-1.01
2026-07-17T15:50:01.894520,1.3896,-0.0142,-1.01
2026-07-17T15:50:01.994029,1.3896,-0.0142,-1.01
2026-07-17T16:02:32.486399,1.3896,-0.0142,-1.01
2026-07-17T16:03:09.828887,1.3896,-0.0142,-1.01
2026-07-17T16:03:09.924423,1.3896,-0.0142,-1.01
2026-07-17T16:03:18.174135,1.3896,-0.0142,-1.01
2026-07-17T16:03:25.478430,1.3896,-0.0142,-1.01
2026-07-17T16:03:25.581264,1.3896,-0.0142,-1.01
2026-07-17T16:17:25.971658,1.3896,-0.0142,-1.01
2026-07-17T16:17:26.040584,1.3896,-0.0142,-1.01
2026-07-17T16:32:41.941367,1.3896,-0.0142,-1.01
2026-07-17T16:55:17.131060,1.3896,-0.0142,-1.01
2026-07-17T16:55:17.197730,1.3896,-0.0142,-1.01
2026-07-17T16:59:35.653711,1.3896,-0.0142,-1.01
2026-07-17T16:59:35.717371,1.3896,-0.0142,-1.01
2026-07-17T17:02:50.521679,1.3896,-0.0142,-1.01
2026-07-17T17:10:30.662359,1.3896,-0.0142,-1.01
2026-07-17T17:10:30.775358,1.3896,-0.0142,-1.01
2026-07-17T17:32:59.247756,1.3896,-0.0142,-1.01
2026-07-17T18:03:07.563405,1.3896,-0.0142,-1.01
2026-07-17T18:33:16.894457,1.3896,-0.0142,-1.01
2026-07-17T19:03:28.579751,1.3896,-0.0142,-1.01
2026-07-17T19:08:49.418833,1.3896,-0.0142,-1.01
2026-07-17T19:08:49.519456,1.3896,-0.0142,-1.01
2026-07-17T19:11:26.998904,1.3896,-0.0142,-1.01
2026-07-17T19:11:27.070226,1.3896,-0.0142,-1.01
2026-07-17T19:19:51.731939,1.3896,-0.0142,-1.01
2026-07-17T19:19:51.800752,1.3896,-0.0142,-1.01
2026-07-17T19:22:11.085791,1.3896,-0.0142,-1.01
2026-07-17T19:22:11.153589,1.3896,-0.0142,-1.01
2026-07-17T19:33:36.264747,1.3896,-0.0142,-1.01
2026-07-17T19:36:42.609323,1.3896,-0.0142,-1.01
2026-07-17T19:36:42.717763,1.3896,-0.0142,-1.01
2026-07-17T19:46:01.564703,1.3896,-0.0142,-1.01
2026-07-17T19:46:08.926998,1.3896,-0.0142,-1.01
2026-07-17T19:48:00.926792,1.3896,-0.0142,-1.01
2026-07-17T19:48:01.055048,1.3896,-0.0142,-1.01
2026-07-17T19:53:05.954793,1.3896,-0.0142,-1.01
2026-07-17T19:53:06.056852,1.3896,-0.0142,-1.01
2026-07-17T19:55:21.196027,1.3896,-0.0142,-1.01
2026-07-17T19:55:21.264811,1.3896,-0.0142,-1.01
2026-07-17T19:59:00.994704,1.3896,-0.0142,-1.01
2026-07-17T19:59:01.070671,1.3896,-0.0142,-1.01
2026-07-17T20:02:02.939720,1.3896,-0.0142,-1.01
2026-07-17T20:02:03.039513,1.3896,-0.0142,-1.01
2026-07-17T20:03:46.305534,1.3896,-0.0142,-1.01
2026-07-17T20:05:32.127546,1.3896,-0.0142,-1.01
2026-07-17T20:05:32.188574,1.3896,-0.0142,-1.01
2026-07-17T20:07:05.781384,1.3896,-0.0142,-1.01
2026-07-17T20:07:05.888837,1.3896,-0.0142,-1.01
2026-07-17T20:07:15.090265,1.3896,-0.0142,-1.01
2026-07-17T20:07:38.906727,1.3896,-0.0142,-1.01
2026-07-17T20:07:39.013803,1.3896,-0.0142,-1.01
2026-07-17T20:23:17.089999,1.3896,-0.0142,-1.01
2026-07-17T20:23:17.192569,1.3896,-0.0142,-1.01
2026-07-17T20:33:42.323720,1.3896,-0.0142,-1.01
2026-07-17T20:33:42.428942,1.3896,-0.0142,-1.01
2026-07-17T20:33:54.504635,1.3924,-0.009,-0.64
2026-07-17T20:40:44.691280,1.3924,-0.009,-0.64
2026-07-17T20:40:44.753508,1.3924,-0.009,-0.64
2026-07-17T21:04:03.250594,1.3924,-0.009,-0.64
2026-07-17T21:06:04.939844,1.3924,-0.009,-0.64
2026-07-17T21:06:05.001125,1.3924,-0.009,-0.64
2026-07-17T21:34:13.206892,1.3924,-0.009,-0.64
2026-07-17T22:04:22.461373,1.3924,-0.009,-0.64
2026-07-17T22:06:47.722526,1.3924,-0.009,-0.64
2026-07-17T22:06:47.816234,1.3924,-0.009,-0.64
2026-07-17T22:08:40.633727,1.3924,-0.009,-0.64
2026-07-17T22:08:40.714845,1.3924,-0.009,-0.64
2026-07-17T22:14:01.858018,1.3924,-0.009,-0.64
2026-07-17T22:14:01.928088,1.3924,-0.009,-0.64
2026-07-17T22:18:28.204741,1.3924,-0.009,-0.64
2026-07-17T22:18:28.308753,1.3924,-0.009,-0.64
2026-07-17T22:21:29.659034,1.3924,-0.009,-0.64
2026-07-17T22:21:29.760535,1.3924,-0.009,-0.64
2026-07-17T22:22:50.199524,1.3924,-0.009,-0.64
2026-07-17T22:22:50.277816,1.3924,-0.009,-0.64
2026-07-17T22:34:32.131524,1.3924,-0.009,-0.64
2026-07-17T23:04:40.555839,1.3924,-0.009,-0.64
2026-07-17T23:34:49.275279,1.3924,-0.009,-0.64
2026-07-18T00:04:57.625912,1.3924,-0.009,-0.64
2026-07-18T00:13:26.586450,1.3924,-0.009,-0.64
2026-07-18T00:13:26.646027,1.3924,-0.009,-0.64
2026-07-18T00:35:06.454534,1.3924,-0.009,-0.64
2026-07-18T01:05:16.938028,1.3924,-0.009,-0.64
2026-07-18T01:35:25.567971,1.3924,-0.009,-0.64
2026-07-18T02:05:34.899122,1.3924,-0.009,-0.64
2026-07-18T02:35:44.164103,1.3924,-0.009,-0.64
2026-07-18T03:05:52.066030,1.3924,-0.009,-0.64
2026-07-18T03:36:00.738505,1.3924,-0.009,-0.64
2026-07-18T04:06:09.816998,1.3924,-0.009,-0.64
2026-07-18T04:36:18.771856,1.3924,-0.009,-0.64
2026-07-18T05:06:28.386553,1.3924,-0.009,-0.64
2026-07-18T05:36:36.603768,1.3924,-0.009,-0.64
2026-07-18T06:06:45.743432,1.3924,-0.009,-0.64
2026-07-18T06:36:53.982389,1.3924,-0.009,-0.64
2026-07-18T07:07:03.175973,1.3924,-0.009,-0.64
2026-07-18T07:37:12.955106,1.3924,-0.009,-0.64
2026-07-18T08:07:20.984117,1.3924,-0.009,-0.64
2026-07-18T08:37:29.060442,1.3924,-0.009,-0.64
2026-07-18T09:07:38.722835,1.3924,-0.009,-0.64
2026-07-18T09:37:46.940973,1.3924,-0.009,-0.64
2026-07-18T10:07:57.659671,1.3924,-0.009,-0.64
2026-07-18T10:38:07.305232,1.3924,-0.009,-0.64
2026-07-18T11:08:23.723124,1.3924,-0.009,-0.64
2026-07-18T11:09:14.907389,1.3924,-0.009,-0.64
2026-07-18T11:14:34.606502,1.3924,-0.009,-0.64
2026-07-18T11:15:03.580706,1.3924,-0.009,-0.64
2026-07-18T11:39:22.208049,1.3924,-0.009,-0.64
2026-07-18T12:09:32.162439,1.3924,-0.009,-0.64
2026-07-18T12:39:43.021381,1.3924,-0.009,-0.64
2026-07-18T13:09:53.126890,1.3924,-0.009,-0.64
2026-07-18T13:40:02.156563,1.3924,-0.009,-0.64
2026-07-18T14:10:11.511429,1.3924,-0.009,-0.64
2026-07-18T14:40:19.312137,1.3924,-0.009,-0.64
2026-07-18T15:10:28.887440,1.3924,-0.009,-0.64
2026-07-18T15:40:37.189926,1.3924,-0.009,-0.64
2026-07-18T16:10:45.306912,1.3924,-0.009,-0.64
2026-07-18T16:40:54.895758,1.3924,-0.009,-0.64
2026-07-18T17:11:04.059935,1.3924,-0.009,-0.64
2026-07-18T17:42:10.625019,1.3924,-0.009,-0.64
2026-07-18T18:12:18.563116,1.3924,-0.009,-0.64
2026-07-18T18:42:30.625591,1.3924,-0.009,-0.64
2026-07-18T19:13:37.682422,1.3924,-0.009,-0.64
2026-07-18T19:43:46.019281,1.3924,-0.009,-0.64
2026-07-18T20:13:54.919536,1.3924,-0.009,-0.64
2026-07-18T20:44:06.057953,1.3924,-0.009,-0.64
2026-07-18T21:15:13.853531,1.3924,-0.009,-0.64
2026-07-18T21:45:22.115385,1.3924,-0.009,-0.64
2026-07-18T22:15:33.133729,1.3924,-0.009,-0.64
2026-07-18T22:45:40.842001,1.3924,-0.009,-0.64
2026-07-18T23:15:50.245782,1.3924,-0.009,-0.64
2026-07-18T23:45:58.231757,1.3924,-0.009,-0.64
2026-07-19T00:16:06.473690,1.3924,-0.009,-0.64
2026-07-19T00:46:16.255574,1.3924,-0.009,-0.64
2026-07-19T01:16:25.345430,1.3924,-0.009,-0.64
2026-07-19T01:46:34.572497,1.3924,-0.009,-0.64
2026-07-19T02:17:43.932447,1.3924,-0.009,-0.64
2026-07-19T02:41:56.464343,1.3924,-0.009,-0.64
2026-07-19T02:48:52.868550,1.3924,-0.009,-0.64
2026-07-19T03:20:00.246398,1.3924,-0.009,-0.64
2026-07-19T03:50:08.366747,1.3924,-0.009,-0.64
2026-07-19T04:20:21.398940,1.3924,-0.009,-0.64
2026-07-19T04:51:26.291302,1.3924,-0.009,-0.64
2026-07-19T05:21:32.089555,1.3924,-0.009,-0.64
2026-07-19T05:51:44.152057,1.3924,-0.009,-0.64
2026-07-19T06:21:51.303223,1.3924,-0.009,-0.64
2026-07-19T06:52:00.042080,1.3924,-0.009,-0.64
2026-07-19T07:22:09.005010,1.3924,-0.009,-0.64
2026-07-19T07:52:17.873009,1.3924,-0.009,-0.64
2026-07-19T08:22:25.906708,1.3924,-0.009,-0.64
2026-07-19T08:52:35.354823,1.3924,-0.009,-0.64
2026-07-19T09:22:44.373111,1.3924,-0.009,-0.64
2026-07-19T09:52:51.980017,1.3924,-0.009,-0.64
2026-07-19T10:23:01.032048,1.3924,-0.009,-0.64
2026-07-19T10:53:09.653674,1.3924,-0.009,-0.64
2026-07-19T11:23:18.135860,1.3924,-0.009,-0.64
2026-07-19T11:43:00.228703,1.3924,-0.009,-0.64
2026-07-19T11:53:27.633181,1.3924,-0.009,-0.64
2026-07-19T12:22:21.116960,1.3924,-0.009,-0.64
2026-07-19T12:23:36.089083,1.3924,-0.009,-0.64
2026-07-19T12:29:47.749873,1.3924,-0.009,-0.64
2026-07-19T12:53:46.076708,1.3924,-0.009,-0.64
2026-07-19T13:03:16.930492,1.3924,-0.009,-0.64
2026-07-19T13:23:54.110062,1.3924,-0.009,-0.64
2026-07-19T13:54:03.514340,1.3924,-0.009,-0.64
2026-07-19T14:24:11.745713,1.3924,-0.009,-0.64
2026-07-19T14:54:22.747815,1.3924,-0.009,-0.64
2026-07-19T15:09:02.115742,1.3924,-0.009,-0.64
2026-07-19T15:11:10.610904,1.3924,-0.009,-0.64
2026-07-19T15:12:53.833178,1.3924,-0.009,-0.64
2026-07-19T15:18:47.249111,1.3924,-0.009,-0.64
2026-07-19T15:20:54.102232,1.3924,-0.009,-0.64
2026-07-19T15:24:29.315041,1.3924,-0.009,-0.64
2026-07-19T15:54:39.269785,1.3924,-0.009,-0.64
2026-07-19T16:24:48.256952,1.3924,-0.009,-0.64
2026-07-19T16:54:56.883584,1.3924,-0.009,-0.64
2026-07-19T17:04:26.502804,1.3924,-0.009,-0.64
2026-07-19T17:25:04.483303,1.3924,-0.009,-0.64
2026-07-19T17:37:19.186128,1.3924,-0.009,-0.64
2026-07-19T17:44:47.715647,1.3924,-0.009,-0.64
2026-07-19T17:55:13.973687,1.3924,-0.009,-0.64
2026-07-19T18:25:23.311839,1.3924,-0.009,-0.64
2026-07-19T18:55:32.178716,1.3924,-0.009,-0.64
2026-07-19T19:25:40.313064,1.3924,-0.009,-0.64
2026-07-19T19:28:31.207044,1.3924,-0.009,-0.64
2026-07-19T19:55:50.063463,1.3924,-0.009,-0.64
2026-07-19T20:25:58.259822,1.3924,-0.009,-0.64
2026-07-19T20:56:06.807673,1.3924,-0.009,-0.64
2026-07-19T21:26:17.074652,1.3924,-0.009,-0.64
2026-07-19T21:56:25.596259,1.3924,-0.009,-0.64
2026-07-19T22:04:44.466779,1.3924,-0.009,-0.64
2026-07-19T22:26:34.180871,1.3924,-0.009,-0.64
2026-07-19T22:56:42.022420,1.3924,-0.009,-0.64
2026-07-19T23:26:50.731250,1.3924,-0.009,-0.64
2026-07-19T23:35:23.922018,1.3924,-0.009,-0.64
2026-07-19T23:46:23.478235,1.3924,-0.009,-0.64
2026-07-19T23:55:28.697869,1.3924,-0.009,-0.64
2026-07-20T00:00:59.871997,1.3924,-0.009,-0.64
2026-07-20T00:01:28.577223,1.3924,-0.009,-0.64
2026-07-20T00:16:43.321453,1.3924,-0.009,-0.64
2026-07-20T00:27:08.512217,1.3924,-0.009,-0.64
2026-07-20T00:32:15.019898,1.3924,-0.009,-0.64
2026-07-20T00:41:54.360151,1.3924,-0.009,-0.64
2026-07-20T00:57:23.896659,1.3924,-0.009,-0.64
2026-07-20T01:28:30.882147,1.3924,-0.009,-0.64
2026-07-20T01:59:38.801422,1.3924,-0.009,-0.64
2026-07-20T02:30:45.632972,1.3924,-0.009,-0.64
2026-07-20T03:00:55.250775,1.3924,-0.009,-0.64
2026-07-20T03:31:02.611672,1.3924,-0.009,-0.64
